,certified,model,mileage,price,monthly,dealer,review,rating
3135,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
3136,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
3137,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
3138,Used,2023 Chevrolet Silverado 1500 LT,"4,553 mi.","$52,999",Fair Deal,"
Mazda 112
","(1,952 reviews)",4.9
3139,Used,2019 BMW 650 Gran Coupe 650i xDrive M-Sport Edition,"43,056 mi.","$45,995",Fair Deal,"
North Bay Imports
",(139 reviews),4.0
3140,Used,2023 Rivian R1S Adventure,301 mi.,"$95,750",Fair Deal,"
eCarOne
","(2,101 reviews)",4.9
3141,Honda Certified,2019 Honda Fit LX,"29,712 mi.","$22,426",Fair Deal,"
McGovern Honda of Boston
","(1,206 reviews)",4.9
3142,Used,2019 Ford Flex SEL,"65,755 mi.","$28,775",Fair Deal,"
First City Cars and Trucks
",(21 reviews),N/A
3143,Used,2019 Jeep Wrangler Unlimited Sahara,"51,620 mi.","$37,944",Fair Deal,"
McGee Chevrolet
",(430 reviews),4.4
3144,Used,2019 Chevrolet Suburban Premier,"90,330 mi.","$43,159",Fair Deal,"
AutoNation Buick GMC Park Meadows
",(698 reviews),4.5
3145,Used,2021 Ford Ranger XLT,"25,053 mi.","$32,595",Fair Deal,"
DESOTO Ford
",(346 reviews),4.4
3146,GMC Certified,2021 GMC Canyon Elevation,"51,179 mi.","$34,000",Fair Deal,"
Salt Lake Valley Buick GMC
",(163 reviews),3.2
3147,Used,2021 Volkswagen Jetta 1.4T SE,"61,628 mi.","$20,311",Fair Deal,"
Walla Walla Valley Honda
",(152 reviews),4.1
3148,Used,2016 Lexus GX 460 Base,"76,125 mi.","$35,990",Fair Deal,"
BMW of Salem
",(747 reviews),4.8
3149,Used,2012 Cadillac CTS Luxury,"108,307 mi.","$9,998",Good Deal,"
#1 Cochran Chevrolet
",N/A,N/A
3150,Used,2017 Toyota Tacoma SR5,"136,746 mi.","$21,995",Fair Deal,"
Auto Land Group Inc
",(4 reviews),N/A
3151,Used,2023 Jeep Gladiator Mojave,"5,500 mi.","$67,991",Fair Deal,"
Dempsey Dodge Chrysler Jeep RAM
",(217 reviews),3.5
3152,Used,2019 Nissan Titan XD SV,"83,241 mi.","$37,777",Fair Deal,"
All Star Dodge Chrysler Jeep RAM
",(919 reviews),3.7
3153,Used,2017 Chrysler Pacifica Touring-L,"91,810 mi.","$20,202",Fair Deal,"
Snell Motors
",(727 reviews),4.8
3154,Used,2023 Audi Q4 e-tron 50 Premium Plus,"9,765 mi.","$58,800",Fair Deal,"
RMR 4x4
",(1 review),N/A
3155,Used,2016 Lincoln MKX Reserve,"49,174 mi.","$25,995",Fair Deal,"
Joshua Motor Car Co Inc
",(26 reviews),5.0
3156,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
3157,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
3158,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
3159,Used,2023 Chevrolet Silverado 1500 LT,"4,553 mi.","$52,999",Fair Deal,"
Mazda 112
","(1,952 reviews)",4.9
3160,Used,2019 BMW 650 Gran Coupe 650i xDrive M-Sport Edition,"43,056 mi.","$45,995",Fair Deal,"
North Bay Imports
",(139 reviews),4.0
3161,Used,2023 Rivian R1S Adventure,301 mi.,"$95,750",Fair Deal,"
eCarOne
","(2,101 reviews)",4.9
3162,Honda Certified,2019 Honda Fit LX,"29,712 mi.","$22,426",Fair Deal,"
McGovern Honda of Boston
","(1,206 reviews)",4.9
3163,Used,2019 Ford Flex SEL,"65,755 mi.","$28,775",Fair Deal,"
First City Cars and Trucks
",(21 reviews),N/A
3164,Used,2019 Jeep Wrangler Unlimited Sahara,"51,620 mi.","$37,944",Fair Deal,"
McGee Chevrolet
",(430 reviews),4.4
3165,Used,2019 Chevrolet Suburban Premier,"90,330 mi.","$43,159",Fair Deal,"
AutoNation Buick GMC Park Meadows
",(698 reviews),4.5
3166,Used,2021 Ford Ranger XLT,"25,053 mi.","$32,595",Fair Deal,"
DESOTO Ford
",(346 reviews),4.4
3167,GMC Certified,2021 GMC Canyon Elevation,"51,179 mi.","$34,000",Fair Deal,"
Salt Lake Valley Buick GMC
",(163 reviews),3.2
3168,Used,2021 Volkswagen Jetta 1.4T SE,"61,628 mi.","$20,311",Fair Deal,"
Walla Walla Valley Honda
",(152 reviews),4.1
3169,Used,2016 Lexus GX 460 Base,"76,125 mi.","$35,990",Fair Deal,"
BMW of Salem
",(747 reviews),4.8
3170,Used,2012 Cadillac CTS Luxury,"108,307 mi.","$9,998",Good Deal,"
#1 Cochran Chevrolet
",N/A,N/A
3171,Used,2017 Toyota Tacoma SR5,"136,746 mi.","$21,995",Fair Deal,"
Auto Land Group Inc
",(4 reviews),N/A
3172,Used,2023 Jeep Gladiator Mojave,"5,500 mi.","$67,991",Fair Deal,"
Dempsey Dodge Chrysler Jeep RAM
",(217 reviews),3.5
3173,Used,2019 Nissan Titan XD SV,"83,241 mi.","$37,777",Fair Deal,"
All Star Dodge Chrysler Jeep RAM
",(919 reviews),3.7
3174,Used,2017 Chrysler Pacifica Touring-L,"91,810 mi.","$20,202",Fair Deal,"
Snell Motors
",(727 reviews),4.8
3175,Used,2023 Audi Q4 e-tron 50 Premium Plus,"9,765 mi.","$58,800",Fair Deal,"
RMR 4x4
",(1 review),N/A
3176,Used,2016 Lincoln MKX Reserve,"49,174 mi.","$25,995",Fair Deal,"
Joshua Motor Car Co Inc
",(26 reviews),5.0
3177,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
3178,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
3179,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
3180,Used,2023 Chevrolet Silverado 1500 LT,"4,553 mi.","$52,999",Fair Deal,"
Mazda 112
","(1,952 reviews)",4.9
3181,Used,2019 BMW 650 Gran Coupe 650i xDrive M-Sport Edition,"43,056 mi.","$45,995",Fair Deal,"
North Bay Imports
",(139 reviews),4.0
3182,Used,2023 Rivian R1S Adventure,301 mi.,"$95,750",Fair Deal,"
eCarOne
","(2,101 reviews)",4.9
3183,Honda Certified,2019 Honda Fit LX,"29,712 mi.","$22,426",Fair Deal,"
McGovern Honda of Boston
","(1,206 reviews)",4.9
3184,Used,2019 Ford Flex SEL,"65,755 mi.","$28,775",Fair Deal,"
First City Cars and Trucks
",(21 reviews),N/A
3185,Used,2019 Jeep Wrangler Unlimited Sahara,"51,620 mi.","$37,944",Fair Deal,"
McGee Chevrolet
",(430 reviews),4.4
3186,Used,2019 Chevrolet Suburban Premier,"90,330 mi.","$43,159",Fair Deal,"
AutoNation Buick GMC Park Meadows
",(698 reviews),4.5
3187,Used,2021 Ford Ranger XLT,"25,053 mi.","$32,595",Fair Deal,"
DESOTO Ford
",(346 reviews),4.4
3188,GMC Certified,2021 GMC Canyon Elevation,"51,179 mi.","$34,000",Fair Deal,"
Salt Lake Valley Buick GMC
",(163 reviews),3.2
3189,Used,2021 Volkswagen Jetta 1.4T SE,"61,628 mi.","$20,311",Fair Deal,"
Walla Walla Valley Honda
",(152 reviews),4.1
3190,Used,2016 Lexus GX 460 Base,"76,125 mi.","$35,990",Fair Deal,"
BMW of Salem
",(747 reviews),4.8
3191,Used,2012 Cadillac CTS Luxury,"108,307 mi.","$9,998",Good Deal,"
#1 Cochran Chevrolet
",N/A,N/A
3192,Used,2017 Toyota Tacoma SR5,"136,746 mi.","$21,995",Fair Deal,"
Auto Land Group Inc
",(4 reviews),N/A
3193,Used,2023 Jeep Gladiator Mojave,"5,500 mi.","$67,991",Fair Deal,"
Dempsey Dodge Chrysler Jeep RAM
",(217 reviews),3.5
3194,Used,2019 Nissan Titan XD SV,"83,241 mi.","$37,777",Fair Deal,"
All Star Dodge Chrysler Jeep RAM
",(919 reviews),3.7
3195,Used,2017 Chrysler Pacifica Touring-L,"91,810 mi.","$20,202",Fair Deal,"
Snell Motors
",(727 reviews),4.8
3196,Used,2023 Audi Q4 e-tron 50 Premium Plus,"9,765 mi.","$58,800",Fair Deal,"
RMR 4x4
",(1 review),N/A
3197,Used,2016 Lincoln MKX Reserve,"49,174 mi.","$25,995",Fair Deal,"
Joshua Motor Car Co Inc
",(26 reviews),5.0
3198,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
3199,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
3200,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
3201,Used,2023 Chevrolet Silverado 1500 LT,"4,553 mi.","$52,999",Fair Deal,"
Mazda 112
","(1,952 reviews)",4.9
3202,Used,2019 BMW 650 Gran Coupe 650i xDrive M-Sport Edition,"43,056 mi.","$45,995",Fair Deal,"
North Bay Imports
",(139 reviews),4.0
3203,Used,2023 Rivian R1S Adventure,301 mi.,"$95,750",Fair Deal,"
eCarOne
","(2,101 reviews)",4.9
3204,Honda Certified,2019 Honda Fit LX,"29,712 mi.","$22,426",Fair Deal,"
McGovern Honda of Boston
","(1,206 reviews)",4.9
3205,Used,2019 Ford Flex SEL,"65,755 mi.","$28,775",Fair Deal,"
First City Cars and Trucks
",(21 reviews),N/A
3206,Used,2019 Jeep Wrangler Unlimited Sahara,"51,620 mi.","$37,944",Fair Deal,"
McGee Chevrolet
",(430 reviews),4.4
3207,Used,2019 Chevrolet Suburban Premier,"90,330 mi.","$43,159",Fair Deal,"
AutoNation Buick GMC Park Meadows
",(698 reviews),4.5
3208,Used,2021 Ford Ranger XLT,"25,053 mi.","$32,595",Fair Deal,"
DESOTO Ford
",(346 reviews),4.4
3209,GMC Certified,2021 GMC Canyon Elevation,"51,179 mi.","$34,000",Fair Deal,"
Salt Lake Valley Buick GMC
",(163 reviews),3.2
3210,Used,2021 Volkswagen Jetta 1.4T SE,"61,628 mi.","$20,311",Fair Deal,"
Walla Walla Valley Honda
",(152 reviews),4.1
3211,Used,2016 Lexus GX 460 Base,"76,125 mi.","$35,990",Fair Deal,"
BMW of Salem
",(747 reviews),4.8
3212,Used,2012 Cadillac CTS Luxury,"108,307 mi.","$9,998",Good Deal,"
#1 Cochran Chevrolet
",N/A,N/A
3213,Used,2017 Toyota Tacoma SR5,"136,746 mi.","$21,995",Fair Deal,"
Auto Land Group Inc
",(4 reviews),N/A
3214,Used,2023 Jeep Gladiator Mojave,"5,500 mi.","$67,991",Fair Deal,"
Dempsey Dodge Chrysler Jeep RAM
",(217 reviews),3.5
3215,Used,2019 Nissan Titan XD SV,"83,241 mi.","$37,777",Fair Deal,"
All Star Dodge Chrysler Jeep RAM
",(919 reviews),3.7
3216,Used,2017 Chrysler Pacifica Touring-L,"91,810 mi.","$20,202",Fair Deal,"
Snell Motors
",(727 reviews),4.8
3217,Used,2023 Audi Q4 e-tron 50 Premium Plus,"9,765 mi.","$58,800",Fair Deal,"
RMR 4x4
",(1 review),N/A
3218,Used,2016 Lincoln MKX Reserve,"49,174 mi.","$25,995",Fair Deal,"
Joshua Motor Car Co Inc
",(26 reviews),5.0
3219,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
3220,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
3221,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
3222,Used,2023 Chevrolet Silverado 1500 LT,"4,553 mi.","$52,999",Fair Deal,"
Mazda 112
","(1,952 reviews)",4.9
3223,Used,2019 BMW 650 Gran Coupe 650i xDrive M-Sport Edition,"43,056 mi.","$45,995",Fair Deal,"
North Bay Imports
",(139 reviews),4.0
3224,Used,2023 Rivian R1S Adventure,301 mi.,"$95,750",Fair Deal,"
eCarOne
","(2,101 reviews)",4.9
3225,Honda Certified,2019 Honda Fit LX,"29,712 mi.","$22,426",Fair Deal,"
McGovern Honda of Boston
","(1,206 reviews)",4.9
3226,Used,2019 Ford Flex SEL,"65,755 mi.","$28,775",Fair Deal,"
First City Cars and Trucks
",(21 reviews),N/A
3227,Used,2019 Jeep Wrangler Unlimited Sahara,"51,620 mi.","$37,944",Fair Deal,"
McGee Chevrolet
",(430 reviews),4.4
3228,Used,2019 Chevrolet Suburban Premier,"90,330 mi.","$43,159",Fair Deal,"
AutoNation Buick GMC Park Meadows
",(698 reviews),4.5
3229,Used,2021 Ford Ranger XLT,"25,053 mi.","$32,595",Fair Deal,"
DESOTO Ford
",(346 reviews),4.4
3230,GMC Certified,2021 GMC Canyon Elevation,"51,179 mi.","$34,000",Fair Deal,"
Salt Lake Valley Buick GMC
",(163 reviews),3.2
3231,Used,2021 Volkswagen Jetta 1.4T SE,"61,628 mi.","$20,311",Fair Deal,"
Walla Walla Valley Honda
",(152 reviews),4.1
3232,Used,2016 Lexus GX 460 Base,"76,125 mi.","$35,990",Fair Deal,"
BMW of Salem
",(747 reviews),4.8
3233,Used,2012 Cadillac CTS Luxury,"108,307 mi.","$9,998",Good Deal,"
#1 Cochran Chevrolet
",N/A,N/A
3234,Used,2017 Toyota Tacoma SR5,"136,746 mi.","$21,995",Fair Deal,"
Auto Land Group Inc
",(4 reviews),N/A
3235,Used,2023 Jeep Gladiator Mojave,"5,500 mi.","$67,991",Fair Deal,"
Dempsey Dodge Chrysler Jeep RAM
",(217 reviews),3.5
3236,Used,2019 Nissan Titan XD SV,"83,241 mi.","$37,777",Fair Deal,"
All Star Dodge Chrysler Jeep RAM
",(919 reviews),3.7
3237,Used,2017 Chrysler Pacifica Touring-L,"91,810 mi.","$20,202",Fair Deal,"
Snell Motors
",(727 reviews),4.8
3238,Used,2023 Audi Q4 e-tron 50 Premium Plus,"9,765 mi.","$58,800",Fair Deal,"
RMR 4x4
",(1 review),N/A
3239,Used,2016 Lincoln MKX Reserve,"49,174 mi.","$25,995",Fair Deal,"
Joshua Motor Car Co Inc
",(26 reviews),5.0
3240,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
3241,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
3242,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
3243,Used,2023 Chevrolet Silverado 1500 LT,"4,553 mi.","$52,999",Fair Deal,"
Mazda 112
","(1,952 reviews)",4.9
3244,Used,2019 BMW 650 Gran Coupe 650i xDrive M-Sport Edition,"43,056 mi.","$45,995",Fair Deal,"
North Bay Imports
",(139 reviews),4.0
3245,Used,2023 Rivian R1S Adventure,301 mi.,"$95,750",Fair Deal,"
eCarOne
","(2,101 reviews)",4.9
3246,Honda Certified,2019 Honda Fit LX,"29,712 mi.","$22,426",Fair Deal,"
McGovern Honda of Boston
","(1,206 reviews)",4.9
3247,Used,2019 Ford Flex SEL,"65,755 mi.","$28,775",Fair Deal,"
First City Cars and Trucks
",(21 reviews),N/A
3248,Used,2019 Jeep Wrangler Unlimited Sahara,"51,620 mi.","$37,944",Fair Deal,"
McGee Chevrolet
",(430 reviews),4.4
3249,Used,2019 Chevrolet Suburban Premier,"90,330 mi.","$43,159",Fair Deal,"
AutoNation Buick GMC Park Meadows
",(698 reviews),4.5
3250,Used,2021 Ford Ranger XLT,"25,053 mi.","$32,595",Fair Deal,"
DESOTO Ford
",(346 reviews),4.4
3251,GMC Certified,2021 GMC Canyon Elevation,"51,179 mi.","$34,000",Fair Deal,"
Salt Lake Valley Buick GMC
",(163 reviews),3.2
3252,Used,2021 Volkswagen Jetta 1.4T SE,"61,628 mi.","$20,311",Fair Deal,"
Walla Walla Valley Honda
",(152 reviews),4.1
3253,Used,2016 Lexus GX 460 Base,"76,125 mi.","$35,990",Fair Deal,"
BMW of Salem
",(747 reviews),4.8
3254,Used,2012 Cadillac CTS Luxury,"108,307 mi.","$9,998",Good Deal,"
#1 Cochran Chevrolet
",N/A,N/A
3255,Used,2017 Toyota Tacoma SR5,"136,746 mi.","$21,995",Fair Deal,"
Auto Land Group Inc
",(4 reviews),N/A
3256,Used,2023 Jeep Gladiator Mojave,"5,500 mi.","$67,991",Fair Deal,"
Dempsey Dodge Chrysler Jeep RAM
",(217 reviews),3.5
3257,Used,2019 Nissan Titan XD SV,"83,241 mi.","$37,777",Fair Deal,"
All Star Dodge Chrysler Jeep RAM
",(919 reviews),3.7
3258,Used,2017 Chrysler Pacifica Touring-L,"91,810 mi.","$20,202",Fair Deal,"
Snell Motors
",(727 reviews),4.8
3259,Used,2023 Audi Q4 e-tron 50 Premium Plus,"9,765 mi.","$58,800",Fair Deal,"
RMR 4x4
",(1 review),N/A
3260,Used,2016 Lincoln MKX Reserve,"49,174 mi.","$25,995",Fair Deal,"
Joshua Motor Car Co Inc
",(26 reviews),5.0
3261,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
3262,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
3263,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
3264,Used,2023 Chevrolet Silverado 1500 LT,"4,553 mi.","$52,999",Fair Deal,"
Mazda 112
","(1,952 reviews)",4.9
3265,Used,2019 BMW 650 Gran Coupe 650i xDrive M-Sport Edition,"43,056 mi.","$45,995",Fair Deal,"
North Bay Imports
",(139 reviews),4.0
3266,Used,2023 Rivian R1S Adventure,301 mi.,"$95,750",Fair Deal,"
eCarOne
","(2,101 reviews)",4.9
3267,Honda Certified,2019 Honda Fit LX,"29,712 mi.","$22,426",Fair Deal,"
McGovern Honda of Boston
","(1,206 reviews)",4.9
3268,Used,2019 Ford Flex SEL,"65,755 mi.","$28,775",Fair Deal,"
First City Cars and Trucks
",(21 reviews),N/A
3269,Used,2019 Jeep Wrangler Unlimited Sahara,"51,620 mi.","$37,944",Fair Deal,"
McGee Chevrolet
",(430 reviews),4.4
3270,Used,2019 Chevrolet Suburban Premier,"90,330 mi.","$43,159",Fair Deal,"
AutoNation Buick GMC Park Meadows
",(698 reviews),4.5
3271,Used,2021 Ford Ranger XLT,"25,053 mi.","$32,595",Fair Deal,"
DESOTO Ford
",(346 reviews),4.4
3272,GMC Certified,2021 GMC Canyon Elevation,"51,179 mi.","$34,000",Fair Deal,"
Salt Lake Valley Buick GMC
",(163 reviews),3.2
3273,Used,2021 Volkswagen Jetta 1.4T SE,"61,628 mi.","$20,311",Fair Deal,"
Walla Walla Valley Honda
",(152 reviews),4.1
3274,Used,2016 Lexus GX 460 Base,"76,125 mi.","$35,990",Fair Deal,"
BMW of Salem
",(747 reviews),4.8
3275,Used,2012 Cadillac CTS Luxury,"108,307 mi.","$9,998",Good Deal,"
#1 Cochran Chevrolet
",N/A,N/A
3276,Used,2017 Toyota Tacoma SR5,"136,746 mi.","$21,995",Fair Deal,"
Auto Land Group Inc
",(4 reviews),N/A
3277,Used,2023 Jeep Gladiator Mojave,"5,500 mi.","$67,991",Fair Deal,"
Dempsey Dodge Chrysler Jeep RAM
",(217 reviews),3.5
3278,Used,2019 Nissan Titan XD SV,"83,241 mi.","$37,777",Fair Deal,"
All Star Dodge Chrysler Jeep RAM
",(919 reviews),3.7
3279,Used,2017 Chrysler Pacifica Touring-L,"91,810 mi.","$20,202",Fair Deal,"
Snell Motors
",(727 reviews),4.8
3280,Used,2023 Audi Q4 e-tron 50 Premium Plus,"9,765 mi.","$58,800",Fair Deal,"
RMR 4x4
",(1 review),N/A
3281,Used,2016 Lincoln MKX Reserve,"49,174 mi.","$25,995",Fair Deal,"
Joshua Motor Car Co Inc
",(26 reviews),5.0
3282,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
3283,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
3284,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
3285,Used,2023 Chevrolet Silverado 1500 LT,"4,553 mi.","$52,999",Fair Deal,"
Mazda 112
","(1,952 reviews)",4.9
3286,Used,2019 BMW 650 Gran Coupe 650i xDrive M-Sport Edition,"43,056 mi.","$45,995",Fair Deal,"
North Bay Imports
",(139 reviews),4.0
3287,Used,2023 Rivian R1S Adventure,301 mi.,"$95,750",Fair Deal,"
eCarOne
","(2,101 reviews)",4.9
3288,Honda Certified,2019 Honda Fit LX,"29,712 mi.","$22,426",Fair Deal,"
McGovern Honda of Boston
","(1,206 reviews)",4.9
3289,Used,2019 Ford Flex SEL,"65,755 mi.","$28,775",Fair Deal,"
First City Cars and Trucks
",(21 reviews),N/A
3290,Used,2019 Jeep Wrangler Unlimited Sahara,"51,620 mi.","$37,944",Fair Deal,"
McGee Chevrolet
",(430 reviews),4.4
3291,Used,2019 Chevrolet Suburban Premier,"90,330 mi.","$43,159",Fair Deal,"
AutoNation Buick GMC Park Meadows
",(698 reviews),4.5
3292,Used,2021 Ford Ranger XLT,"25,053 mi.","$32,595",Fair Deal,"
DESOTO Ford
",(346 reviews),4.4
3293,GMC Certified,2021 GMC Canyon Elevation,"51,179 mi.","$34,000",Fair Deal,"
Salt Lake Valley Buick GMC
",(163 reviews),3.2
3294,Used,2021 Volkswagen Jetta 1.4T SE,"61,628 mi.","$20,311",Fair Deal,"
Walla Walla Valley Honda
",(152 reviews),4.1
3295,Used,2016 Lexus GX 460 Base,"76,125 mi.","$35,990",Fair Deal,"
BMW of Salem
",(747 reviews),4.8
3296,Used,2012 Cadillac CTS Luxury,"108,307 mi.","$9,998",Good Deal,"
#1 Cochran Chevrolet
",N/A,N/A
3297,Used,2017 Toyota Tacoma SR5,"136,746 mi.","$21,995",Fair Deal,"
Auto Land Group Inc
",(4 reviews),N/A
3298,Used,2023 Jeep Gladiator Mojave,"5,500 mi.","$67,991",Fair Deal,"
Dempsey Dodge Chrysler Jeep RAM
",(217 reviews),3.5
3299,Used,2019 Nissan Titan XD SV,"83,241 mi.","$37,777",Fair Deal,"
All Star Dodge Chrysler Jeep RAM
",(919 reviews),3.7
3300,Used,2017 Chrysler Pacifica Touring-L,"91,810 mi.","$20,202",Fair Deal,"
Snell Motors
",(727 reviews),4.8
3301,Used,2023 Audi Q4 e-tron 50 Premium Plus,"9,765 mi.","$58,800",Fair Deal,"
RMR 4x4
",(1 review),N/A
3302,Used,2016 Lincoln MKX Reserve,"49,174 mi.","$25,995",Fair Deal,"
Joshua Motor Car Co Inc
",(26 reviews),5.0
3303,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
3304,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
3305,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
3306,Used,2023 Chevrolet Silverado 1500 LT,"4,553 mi.","$52,999",Fair Deal,"
Mazda 112
","(1,952 reviews)",4.9
3307,Used,2019 BMW 650 Gran Coupe 650i xDrive M-Sport Edition,"43,056 mi.","$45,995",Fair Deal,"
North Bay Imports
",(139 reviews),4.0
3308,Used,2023 Rivian R1S Adventure,301 mi.,"$95,750",Fair Deal,"
eCarOne
","(2,101 reviews)",4.9
3309,Honda Certified,2019 Honda Fit LX,"29,712 mi.","$22,426",Fair Deal,"
McGovern Honda of Boston
","(1,206 reviews)",4.9
3310,Used,2019 Ford Flex SEL,"65,755 mi.","$28,775",Fair Deal,"
First City Cars and Trucks
",(21 reviews),N/A
3311,Used,2019 Jeep Wrangler Unlimited Sahara,"51,620 mi.","$37,944",Fair Deal,"
McGee Chevrolet
",(430 reviews),4.4
3312,Used,2019 Chevrolet Suburban Premier,"90,330 mi.","$43,159",Fair Deal,"
AutoNation Buick GMC Park Meadows
",(698 reviews),4.5
3313,Used,2021 Ford Ranger XLT,"25,053 mi.","$32,595",Fair Deal,"
DESOTO Ford
",(346 reviews),4.4
3314,GMC Certified,2021 GMC Canyon Elevation,"51,179 mi.","$34,000",Fair Deal,"
Salt Lake Valley Buick GMC
",(163 reviews),3.2
3315,Used,2021 Volkswagen Jetta 1.4T SE,"61,628 mi.","$20,311",Fair Deal,"
Walla Walla Valley Honda
",(152 reviews),4.1
3316,Used,2016 Lexus GX 460 Base,"76,125 mi.","$35,990",Fair Deal,"
BMW of Salem
",(747 reviews),4.8
3317,Used,2012 Cadillac CTS Luxury,"108,307 mi.","$9,998",Good Deal,"
#1 Cochran Chevrolet
",N/A,N/A
3318,Used,2017 Toyota Tacoma SR5,"136,746 mi.","$21,995",Fair Deal,"
Auto Land Group Inc
",(4 reviews),N/A
3319,Used,2023 Jeep Gladiator Mojave,"5,500 mi.","$67,991",Fair Deal,"
Dempsey Dodge Chrysler Jeep RAM
",(217 reviews),3.5
3320,Used,2019 Nissan Titan XD SV,"83,241 mi.","$37,777",Fair Deal,"
All Star Dodge Chrysler Jeep RAM
",(919 reviews),3.7
3321,Used,2017 Chrysler Pacifica Touring-L,"91,810 mi.","$20,202",Fair Deal,"
Snell Motors
",(727 reviews),4.8
3322,Used,2023 Audi Q4 e-tron 50 Premium Plus,"9,765 mi.","$58,800",Fair Deal,"
RMR 4x4
",(1 review),N/A
3323,Used,2016 Lincoln MKX Reserve,"49,174 mi.","$25,995",Fair Deal,"
Joshua Motor Car Co Inc
",(26 reviews),5.0
3324,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
3325,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
3326,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
3327,Used,2023 Chevrolet Silverado 1500 LT,"4,553 mi.","$52,999",Fair Deal,"
Mazda 112
","(1,952 reviews)",4.9
3328,Used,2019 BMW 650 Gran Coupe 650i xDrive M-Sport Edition,"43,056 mi.","$45,995",Fair Deal,"
North Bay Imports
",(139 reviews),4.0
3329,Used,2023 Rivian R1S Adventure,301 mi.,"$95,750",Fair Deal,"
eCarOne
","(2,101 reviews)",4.9
